DateCreated,Status,OrganizationType,Name,ShortName,Affiliated School,Membership Type,Approximate year the organization was founded at UVA,"Please list 3-5 Primary Events/Programs that your CIO hosts each year. If you do not have annual recurring events,please list some of the events/programs you hosted this past year.",Total number of Members (approximate),"Approximate membership dues per academic year (if zero,please write ""zero"")","Approximately,how much money do members spend out of pocket per academic year,not including dues,for your CIO activities? (write the number,don't include $)","Please list your primary sources of funding (SAF,fundraisers,national organizations,alumni,departments,etc.)","Not including SAF,approximately how much money does your organization fundraise per academic year?",Does???ˇthis organization require an application or an interview/audition process to join?,How frequently does???ˇthis organization meet?,"Approximately how many hours/week do non-exec members spend on your organization's activities (meetings,events,planning,etc.)?",When does???ˇthis organization elect new officers?,When does???ˇthis organization do recruitment/membership intake?,"Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Marketing","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Planning Events","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Reserving Spaces","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Fundraising/Budgeting/Co-Sponsorships","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Transitioning Officers","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Recruiting New Members","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Delegation","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Community Building/Icebreakers","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Motivating Members","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Holding Members Accountable","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Developing a Mission/Vision","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Collaboration (with other CIOs,the community,faculty/staff,etc.)","Please check any of the following areas that your organization would most like additional resources on (try for a minimum of 3 or if not interested,select NONE). - Other",Are you the 2020-2021 incoming President OR a 2020-2021 returning member/officer????ˇ,Are you a first time President?
5/15/2020 13:16,Approved,Contracted Independent Organization,The Virginia Gentlemen,VGs,No affiliated schools,Predominantly Undergraduate Students,1953,"Musical entertainment for University events, private performances, concerts, performance tours.",14,Zero,,Gigs,,Interview/Audition,Weekly,8,April ,Fall & Spring Semester,Marketing,,,,,Recruiting New Members,,,,,,,University Funding,"Yes, I am the incoming President.","No, I am a returning President for this organization"
5/2/2020 10:49,Approved,Contracted Independent Organization,Black Graduate and Professional Student Organization at the University of Virginia,BGPSO,No affiliated schools,Predominantly Graduate Students,idk,"Professional Skill-Building Workshops, Leadership Retreats,  Networking Events, and Community Outreach",400,zero,,Graduate Studies Office,,Neither,Monthly,1,April ,Members can join at any time,,,,Fundraising/Budgeting/Co-Sponsorships,,,Delegation,,,,,,,"Yes, I am a returning member/officer and will update the Primary Contact/President later if necessary",n/a
4/14/2020 16:55,Approved,Contracted Independent Organization,Interprofessional Service Education Research and Volunteering Endeavor,iSERVE,Medicine,Predominantly Graduate Students,2014,Free ClinicEducational Community Outreach SessionsOne-on-one Patient Education,30,zero,,Grant,,Application,Weekly,2,September,Fall & Spring Semester,,,,,,,,,,,,,Other,"Yes, I am the incoming President.","No, I am a returning President for this organization"
4/16/2020 23:52,Approved,Contracted Independent Organization,Pride at McIntire,PAM,Commerce (McIntire),Predominantly Undergraduate Students,2020,Pride Month at McIntireGeneral Body MeetingsOut at Work / Pride in Business PanelInternational Pronouns Day CelebrationExecutive Board Meetings,15,zero,,"grant funding through McIntire ODEI, SAF (planned)",,Neither,Monthly,1,January,Members can join at any time,,Planning Events,,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/2/2020 9:04,Approved,Contracted Independent Organization,Hoos for Israel,HFI,No affiliated schools,Both Undergraduate and Graduate Students,2014,"Cultural festivals, philanthropy/fundraisers, educational speakers",20,zero,,Grants,,Neither,Monthly,1,April ,Members can join at any time,Marketing,,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/22/2020 13:34,Approved,Contracted Independent Organization,Bearings: Augustine Collective Journal at UVA,Bearings,No affiliated schools,Both Undergraduate and Graduate Students,2018,We host weekly meetings for each of our teams as well as the executive board. We plan to host a release party each semester that we print an edition of the journal.,20,zero,,grants,,Neither,Weekly,2,March ,Members can join at any time,Marketing,Planning Events,,Fundraising/Budgeting/Co-Sponsorships,Transitioning Officers,,,,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am a returning member/officer and will update the Primary Contact/President later if necessary","Yes, this is my first time as President for this organization"
5/4/2020 13:36,Approved,Contracted Independent Organization,Central Americans for Empowerment at UVA,CAF?üÉ?¯ or CAF?üÉ?¯ at UVA,No affiliated schools,Predominantly Undergraduate Students,2018,"Our primary events and programs will consist of executive meetings, general body meetings, community service, awareness programs (teach-ins, dialogues), direct action and fundraisers.",50,zero,,Grants,,Neither,Weekly,3-Feb,May,Members can join at any time,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/23/2020 14:15,Approved,Contracted Independent Organization,Smart Woman Securities at the University of Virginia  ,SWS,Commerce (McIntire),Predominantly Undergraduate Students,2011,"Educational seminars, finance-related speaker panels, stock pitches and research, social events",150,Zero,,"Grants (UVA Parents Committee, McIntire Student Council), UVA Center for Investors and Financial Markets",,Neither,Weekly,2,November,Fall & Spring Semester,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/28/2020 14:39,Approved,Contracted Independent Organization,Society of Hispanic Professional Engineers,SHPE,Engineering,Both Undergraduate and Graduate Students,2000,"Beginning of the year cookout, hikingResume/ interview workshops and professional conferencesCommunity outreach events including visits to English as Second Language classrooms to teach about STEM",60,Zero,,Grants from parent's fund and donations,,Neither,Weekly,1,April ,Members can join at any time,,,,Fundraising/Budgeting/Co-Sponsorships,,Recruiting New Members,,,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/28/2020 13:36,Approved,Contracted Independent Organization,Charlottesville Debate League,CDL,No affiliated schools,Both Undergraduate and Graduate Students,2013,Teaching a debate class at local middle and high schoolsBringing the students we teach to Grounds to attend various debate-related eventsHosting tournaments for middle and high school studentsCreating curriculum for debate teachers,40,10,0,grants/donations,,Both,Weekly,2-Jan,November,Fall & Spring Semester,,Planning Events,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/15/2020 21:40,Approved,CIO - Darden,Darden Healthcare Club,HCC,Business (Darden),Predominantly Graduate Students,Not Known,"Healthcare Speaker Series, Healthcare 101 Seminar Series, career panels and educational activities (e.g., clinic visits, physician shadowing), Healthcare Week at Darden",75,"$1,860 ",,Healthcare sponsorships and companies,,Neither,Monthly,Varies,March ,Fall semester,,,,Fundraising/Budgeting/Co-Sponsorships,,,,Community Building/Icebreakers,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/19/2020 15:32,Approved,Contracted Independent Organization,J Street U at the University of Virginia,,No affiliated schools,Predominantly Undergraduate Students,2018,"We hold meetings and discuss Israel and current events in the Middle East frankly and openly. We also run educational events about Israel and Palestine, anything from dialogues to movie screenings.",30,zero,,"Hillel, MESALC/GS department",,Neither,Monthly,1,March ,Members can join at any time,Marketing,,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,,,,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/29/2020 15:45,Approved,Contracted Independent Organization,The Running Club at UVA,The Running Club at UVA,No affiliated schools,Both Undergraduate and Graduate Students,2008,"Daily practice, races, social activities, charity events, varsity meet volunteering",150,$55 ,,Hosting meets,,Neither,Weekly,10,November,Members can join at any time,Marketing,Planning Events,,,,,,,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","No, I am a returning President for this organization"
4/7/2020 16:06,Approved,Contracted Independent Organization,IEEE Solid-State Circuits Society Student Chapter at the University of Virginia,SSCS at UVA,Engineering,Predominantly Graduate Students,2020,Three academic/industry research-related speaker events in Year 2019 and one educational outreach program for undergraduate first year engineering students.,30,zero,,"IEEE SSCS, UVA Department of Electrical and Computer Engineering, SAF",,Neither,Once or twice a semester,1,April ,Members can join at any time,,,Reserving Spaces,,,,,,,,,,,"Yes, I am the incoming President.","No, I have held a President position for other organizations, but this is my first time as President of this organization"
5/1/2020 11:28,Approved,Contracted Independent Organization,IEEE Microwave Theory and Techniques Student Chapter at the University of Virginia,MTT-S at UVA,Engineering,Predominantly Undergraduate Students,2017,Technical Talks - Site visit - Lab tours - Community outreach - Social Events,40,zero,,"IEEE, SAF, departments",,Neither,Monthly,2,May,Fall & Spring Semester,,,,,,,,,,,,,,"Yes, I am a returning member/officer and will update the Primary Contact/President later if necessary",n/a
5/4/2020 1:14,Approved,Contracted Independent Organization,Society of Culturally Competent Pre-Health Students ,SCCPS ,No affiliated schools,Predominantly Undergraduate Students,2019,"UVA Global Health Case Competition Bi-annual presentations with the Health and Medical Sciences Academy at Monticello High School . Volunteering at Charlottesville Free Clinic (facilitate process of student volunteering), specifically in translation/interpretationMonthly meetings, occasionally with faculty member speakers, to facilitate discussions about the lack of cultural competency in healthcare (interested in partnering with Echols Fireside Chats Committee)",40,10,,internal (within officers),,Neither,Monthly,5,May,Members can join at any time,Marketing,Planning Events,Reserving Spaces,,,Recruiting New Members,,,Motivating Members,,Developing a Mission/Vision,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"No, I am not, but I am the only one who makes sense to renew the organization at this time.","No, I am a returning President for this organization"
4/17/2020 13:20,Approved,Contracted Independent Organization,OneWay InterVarsity Christian Fellowship,OneWay IV,No affiliated schools,Both Undergraduate and Graduate Students,2008,"Large Group on Friday Evenings, Weekly Family Groups, Group activities, Leadership Retreats and National Conventions/Camps, Evangelism/Small Group Training, Weekly prayer. dinner, and brunch",~26,zero,,InterVarsity Christian Fellowship/USA,,Neither,Weekly,2-5 hours,April ,Members can join at any time,,Planning Events,Reserving Spaces,,,Recruiting New Members,,Community Building/Icebreakers,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/26/2020 15:04,Approved,Contracted Independent Organization,Korean Community Church in Charlottesville College Group,KCCIC College Group,No affiliated schools,Predominantly Undergraduate Students,2010,Services on Friday evenings,40,Zero,,Korean Community Church in Charlottesville,,Neither,Weekly,3,April ,Members can join at any time,,,Reserving Spaces,,,Recruiting New Members,,,,,Developing a Mission/Vision,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/10/2020 15:56,Approved,CIO - Law ,Street Law,Street Law,Law,Predominantly Graduate Students,1990,We teach lessons to high school students in Charlottesville area High Schools.,35,Zero,,Law school,,Neither,Once or twice a semester,6,April ,Fall semester,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/18/2020 12:04,Approved,CIO - Law ,Rod & Gun Club at the University of Virginia,VLRGC,Law,Predominantly Graduate Students,2009,"Fishing trips, shooting range trips, sporting clays, skeet, trap, etc.",45,Zero,,Law school,,Neither,Monthly,0,March ,Members can join at any time,,,,,,,,,,,,,,"Yes, I am a returning member/officer and will update the Primary Contact/President later if necessary","No, I am a returning President for this organization"
5/1/2020 22:19,Approved,CIO - Law ,Graduate Law Students Association,GLSA,Law,Predominantly Graduate Students,More than 17 years,"Softball, pot luck, cultural and academic events, movie night.",50,Zero,,Law School,,Neither,Monthly,about 8 hours per month,September,Fall semester,,,,,,,,,,,,,,"No, I am not, but I am the only one who makes sense to renew the organization at this time.","Yes, this is my first time as President for this organization"
4/27/2020 14:11,Approved,CIO - Law ,William Minor Lile Moot Court Board,Lile Moot Court,Law,Predominantly Graduate Students,1928,The William Minor Lile Moot Court Competition:Preliminary RoundFinal RoundQuarterfinal RoundSemifinal Round(Receptions that accompany both the Final and Semifinal Rounds),50,zero,1000,Law School Foundation,,Application,Once or twice a semester,1,April ,Spring Semester,,Planning Events,Reserving Spaces,Fundraising/Budgeting/Co-Sponsorships,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/21/2020 14:33,Approved,CIO - Law ,Virginia Law Families,VLF,Law,Predominantly Graduate Students,2009,"Playgroups for parents and childrenSemi-regular events each semester (e.g. family pizza nights)Annual events (Fall Festival, Easter Egg Hunt)",30,zero,fifity dollars. seventy five per family.,Law School Foundation,,Neither,Monthly,3,March ,Members can join at any time,,Planning Events,,Fundraising/Budgeting/Co-Sponsorships,,,Delegation,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/22/2020 9:14,Approved,CIO - Law ,The Phillip C. Jessup International Moot Court Team,Jessup Moot Court Team,Law,Predominantly Graduate Students,1965,"Oral advocacy, international legal research, and brief writing.",5,Zero,,Law School Foundation,,Both,Weekly,12-Aug,April ,Fall & Spring Semester,,,,,,,,,,,,,,"Yes, I am the incoming President.","No, I am a returning President for this organization"
5/21/2020 15:08,Approved,CIO - Law ,Virginia Employment and Labor Law Association ,VELLA,Law,Predominantly Graduate Students,2010,Facilitating networking between students interested in practicing labor and employment law upon graduation and UVA Law alumni who currently practice in the field at law firms or in-house.Inviting speakers and conducting panels in order to address current employment issues.,30,zero,,Law School Foundation,,Neither,Once or twice a semester,1,April ,Members can join at any time,Marketing,Planning Events,,,,Recruiting New Members,,,,,,,,"Yes, I am the incoming President.","No, I am a returning President for this organization"
5/11/2020 12:29,Approved,CIO - Law ,Virginia Sports and Entertainment Law Society (VSELS),(VSELS),Law,Predominantly Graduate Students,2000,"Co-host of the Virginia Sports Law Symposium; Participants in various sports law moot court competitions; Host of alumni networking opportunities; Host job panels to help students acquire jobs in the sports and entertainment industries and to understand what it is like to work in sports and entertainment; Host guest speakers to discuss working in the sports and entertainment industries and addressing their experience facing present-day issues, problems, concerns being faced by the industries.",35,10,,Law School Foundation,,Neither,Once or twice a semester,1,April ,Members can join at any time,,,,,,,,,,,,,,"No, I am not, but I am the only one who makes sense to renew the organization at this time.",n/a
4/22/2020 11:05,Approved,CIO - Law ,Latin American Law Organization at UVA,LALO,Law,Predominantly Graduate Students,2012,"Social events (potlucks, Salsa nights, etc.), professional/career building events (resume review, speakers, etc.), pro bono volunteering (Migrant Farm Worker Project).",40,$12.00 ,,Law School Foundation,,Neither,Once or twice a semester,0,March ,Fall semester,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/28/2020 13:19,Approved,CIO - Law ,Child Advocacy Research & Education,C.A.R.E.,Law,Predominantly Graduate Students,N/A,Assisting in direct representation of children and juveniles in cases; Performing pro bono work and research assisting attorneys; Hosting conferences and events regarding child advocacy and juvenile justice issues; Researching and advocating for effective legislation and policy for children.,60,zero,,Law School Foundation,,Neither,Monthly,2,April ,Fall semester,Marketing,Planning Events,,Fundraising/Budgeting/Co-Sponsorships,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/24/2020 15:14,Approved,CIO - Law ,American Constitution Society,ACS,Law,Predominantly Graduate Students,-,"2019-20 Events:BROWN BAG LUNCH WITH PROFESSOR MICHAEL GILBERTWednesday, September 25Lunch and discussion with Professor Gilbert on election lawELECTION LAW EVENTThursday, October 3, at 1 PM ACS, Law Dems, and NLG co-hosted a panel on election law entitled ""Coming to a ConCensus: The 2020 Census, Gerrymandering Cases, and Other Developments in Election Law."" The panel included Professor Sally Hudson from Main Grounds, Ria Thompson-Washington, Senior National Coordinator in the Voting Rights Project at the Lawyers' Committee for Civil Rights Under Law, and Ryan Snow, a fellow at the Lawyers' Committee for Civil Rights Under Law's Voting Rights Project. Professor Michael Gilbert moderated.  DISCRIMINATION IN THE WORKPLACE: TITLE VII AND SEXUAL ORIENTATIONMonday, October 7, 12 Virginia Employment and Labor Lab Association (VELLA)'s panel covered major developments in employment discrimination law, as the Supreme Court prepared to consider whether Title VII of the Civil Rights Act protects employees from discrimination based on their sexual orientation. Panelists included Professors George Rutherglen and Kim Forde-Mazrui. ACS co-sponsored this event.SUPREME COURT PREVIEWThursday, October 10 at 12 PM ACS and invited speakers discussed the Supreme Court's upcoming October Term.ACS PROFESSOR LUNCH SERIES: PROFESSOR SCHRAGGERWednesday, November 6, 12 pm-1 pm Lunch discussion with Professor SchraggerA CONVERSATION WITH FORMER WHITE HOUSE COUNSEL NEIL EGGLESTONMonday, November 11, 12:00 pm-1:00 pm ACS hosted Neil Eggleston, Former White House Counsel under President Obama, for a discussion on his experiences and perspective on the ways that presidential norms are currently being changed, as well as reflections on the rule of law, impeachment, and lawyering in the Trump administration. THE MAN WHO SHOT LIBERTY VALANCE, SCREENING AND DISCUSSION  Wednesday, November 13, 6 pm The second film in this series on Human Dignity and the Rule of Law, ""The Man Who Shot Liberty Valance,"" is a story about a young idealistic lawyer who moves to the Wild West and confronts fundamental issues of law, order, violence, and the common good. Professor Aditya Bamzai will offer remarks and lead a discussion after the film. ACS was a co-sponsorACS PROFESSOR LUNCH SERIES: PROFESSOR J. MAHONEYMonday, November 18Another edition of the lunch-and-learn series.  Professor Mahoney's areas of expertise include property, land conservation, feminism, and non-profit institutions.  CRIMINAL JUSTICE REFORM AND THE ROLE OF EDUCATIONMonday, November 18, 1 PMGerard Robinson, former Secretary of Education for the Commonwealth of Virginia and Executive Director of the Center for Advancing Opportunity, spoke about the need for bipartisan criminal justice reform, the role education can play in such reform, and the educational opportunities available in American prisons.  A PROGRESSIVE GUIDE TO CLERKSHIPSWednesday, November 20, 12:00 pm - 1:00 pm An event on how ACS National can support you in landing a clerkship. We were joined by Jill F. Dash, ACS National Vice President of Strategic Engagement, and Judge Patricia Millett of the U.S. Court of Appeals for the D.C. Circuit. IMPEACHMENT TEACH-IN Thursday, January 30, 1 pm ACS conducted an informal discussion of the impeachment proceedings, discussing the history of impeachment and watching clips of the ongoing proceedings.GENDER & THE 2020 ELECTIONFeb. 4, 2019 at 12:30 pmFLF, Law Dems, ACS, and If/When/How co-hosted a catered lunch discussion with Professor Jennifer Lawless, an expert on gender and politics. Together, we explored the role of gender in this election cycle.ACS MENTOR-MENTEE POTLUCKThursday, February 13, 5-7 pm (Pavillion Lobby)ACS spring potluck -  Mentor/mentee pairs were particularly encouraged to come, but all ACS members (and friends) were invited. HARMED AND PROTECTED?  RELIGION CLAUSES AND RELIGIOUS MINORITIES Thursday, Feb. 27,  1:00?õÉ?™É??2:30pm (Caplin Pavilion)The Religion Clauses of the First Amendment comprise a central pillar of American democracy. Yet their history is contested. Constitutional law experts and practitioners shared their insight into the role of the Religion Clauses in protecting and harming religious minorities throughout American history. Panelists were Richard Foltin (past director of national and legislative affairs, American Jewish Committee), Professor Frederick Gedicks (BYU Law), and Melissa Rogers (past Executive Director of the White House Office of Faith-based and Neighborhood Partnerships and Special Assistant to President Obama). The moderator was Professor Micah Schwartzman. Co-sponsored by the Karsh Center for Law and Democracy, ACS, Federalist Society, JLSA, LCF, MLSA, and RELLSMCGIRT V. OKLAHOMA: IS HALF OF OKLAHOMA ABOUT TO GO BACK TO NATIVE AMERICAN TRIBES?Monday, March 2nd, 3:45-4:45pm. (Purcell Reading Room)McGirt v. Oklahoma, a pending case before the U.S. Supreme Court, turns on whether three million acres of eastern Oklahoma still comprise the Muskogee (Creek) Nation's reservation. Professor Lindsay Robertson of the University of Oklahoma discussed the case and its broader implications for Native American land rights. Co-sponsored by the Minority Rights Coalition",75-150,zero,,Law school foundation,,Neither,Monthly,1,April ,Members can join at any time,,,,Fundraising/Budgeting/Co-Sponsorships,,,,,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/28/2020 19:05,Approved,CIO - Law ,Feminist Legal Forum,FLF,Law,Predominantly Graduate Students,2014,Blue Ridge Abortion Fund fundraising event;  Feminism in Big Law Dinner and Conversation; Gender and the 2020 Election; Shaping Justice Panel on Sex Work and Technology; Faculty Dinner Series partnering with Virginia Law Women and Women of Color,200,Zero,,Law School Foundation and fundraisers,,Neither,Monthly,Zero,March ,Members can join at any time,Marketing,,,,,,,Community Building/Icebreakers,,,Developing a Mission/Vision,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/20/2020 12:48,Approved,CIO - Darden,JD/MBA Society,,Law,Predominantly Graduate Students,2000,"Regular 1st Coffee, lunch and dinner community-gathering events, including those with a focus or faculty/external speaker discussing a topic at the intersection of law and business; JD/MBA alumni events; cross-school community gathering events (including both Law and Darden students); admissions events and outreach for prospective dual degree JD/MBA students; JD/MBA recruiting events (working with companies and with the Law School and Business School career centers); talks given by JD/MBA alums; academic and general counseling for JD/MBAs.",20,zero,,Law school foundation funding,,Neither,Monthly,1,April ,Members can join at any time,,,,,,,,,,,,,,"Yes, I am the incoming President.","No, I am a returning President for this organization"
4/27/2020 17:32,Approved,CIO - Law ,Saint Thomas More Society,STM,Law,Predominantly Graduate Students,1999,Weekly prayer & pizza meetingsLectio divina spiritual reading & reflectionMonthly social eventsSponsored speakersCommunity Service,30,Zero,,"Law School Foundation, fundraising",,Neither,Weekly,2-Jan,April ,Members can join at any time,,Planning Events,,Fundraising/Budgeting/Co-Sponsorships,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/27/2020 21:10,Approved,CIO - Law ,Rex E. Lee Law Society,RELLS,Law,Predominantly Graduate Students,2001,"-Socials, Fall Break beach trip, Softball-Mentoring activities designed to help RELLS 1Ls succeed in their first year of law school-Host guest speakers and debates at the law school",18,zero,,"law school foundation, SAF",,Neither,Monthly,1,April ,Fall semester,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/22/2020 14:23,Approved,CIO - Law ,Advocates for Life at Virginia Law,AFL,Law,Predominantly Graduate Students,2010,"AFL will achieve its goals through education, advocacy, fellowship, and public service. It will sponsor educational events, including lectures and debates on various legal issues that affect the sanctity of human life; it will engage the community in order to advocate for laws and policies that uphold the dignity of human life; it will connect pro-life law students with other pro-life law students here at the law school, with pro-life law students across the country, with pro-life practicing attorneys, and with pro-life speakers, educators, and activists; and it will give back to the community by serving those who are working to promote a pro-life society.",40,zero,,"Law School Foundation, SAF",,Neither,Monthly,zero,April ,Members can join at any time,,Planning Events,,,,,,Community Building/Icebreakers,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/17/2020 13:45,Approved,CIO - Law ,Extramural Moot Court Team,EXMC,Law,Predominantly Graduate Students,1949,Moot Court CompetitionsTraining sessions for team members on appellate brief writing and oral advocacyWelcome party for incoming members,70,zero,,"Law School Foundation, SAF",,Interview/Audition,Once or twice a semester,5,April ,Fall semester,,,,,,,,Community Building/Icebreakers,Motivating Members,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/7/2020 15:15,Approved,CIO - Law ,Jewish Law Students Association,JLSA,Law,Predominantly Graduate Students,1985,"Shabbat dinners; Student-Faculty Bagel Brunches; lunchtime speakers; Passover seder;  joint programming with other graduate student groups; fundraisers; events examining the Holocaust and Human Rights; programming and coordination for Jewish Holidays (Rosh Hashanah, Yom Kippur, Sukkot, Hanukkah, Purim, Passover)",75,Zero,,"Law School Foundation, SAF",,Neither,Monthly,1,March ,Members can join at any time,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/20/2020 11:52,Approved,CIO - Law ,National Lawyers Guild at UVA,"NLG, NLG at UVA",Law,Predominantly Graduate Students,2016,"We present speakers, host discussions, and sponsor visits to progressive and public interest legal organizations. We send our members to national conferences such as Getting Radical in the South, RebLaw at Yale Law, and Dis-Orientation in Washington, D.C. We also provide a forum for learning practical skills needed for a career as a radical lawyer. In 2019-2020, we hosted a legal observer training, and event on ICE enforcement in Virginia, an event about gerrymandering at the 2020 election, and a ""disorientation lunch"" with a law professor, to name a few.",100,zero,,"Law School Foundation, SAF",,Neither,Monthly,"varies depending on when events are held and how long they are, but non-exec members could spend 1-3 hours at an event",March ,Members can join at any time,Marketing,Planning Events,,,,Recruiting New Members,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/7/2020 11:14,Approved,CIO - Law ,The Libel Show,Libel,Law,Predominantly Graduate Students,1908,"We put on a show involving over a hundred law students each spring, host social events, and donate proceeds to the Public Interest Law Association.We will be using PrintingCenterUSA to print out our playbills this year. Check them out at https://www.printingcenterusa.com/printing/booklet-printing",150,Zero,0,"Law School Foundation, SAF, ticket sales, alumni donations",,Interview/Audition,Monthly,1,April ,Fall & Spring Semester,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
4/25/2020 21:34,Approved,CIO - Law ,Virginia Environmental Law Forum,VELF,Law,Predominantly Graduate Students,2000,"VELF routinely sends its members to environmental conferences and moot court competitions, hosts speaker panels, professional development panels, participates in the annual Shaping Justice Conference and sponsors hikes, potlucks, and other social activities for its members.",50,Zero,,Law School Foundation/SAF,,Neither,Monthly,1,April ,Members can join at any time,,,,Fundraising/Budgeting/Co-Sponsorships,,,,,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/9/2020 16:15,Approved,CIO - Law ,West Coast Wahoos at UVA Law,West Coast Wahoos,Law,Predominantly Graduate Students,2012,"Networking events such as receptions both in Charlottesville and in West Coast and Intermountain West markets, including Los Angeles, San Francisco, San Diego, Portland, Seattle and Denver; events with law firms from the West Coast; panels with students interested in working out West; outreach to prospective and admitted students from the West Coast",50,$10 ,,Law School Foundation; member dues,,Neither,Once or twice a semester,1,March ,Fall semester,Marketing,Planning Events,Reserving Spaces,,,,,Community Building/Icebreakers,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/4/2020 11:00,Approved,CIO - Law ,Older Wiser Law Students,OWLS at UVA Law,Law,Predominantly Graduate Students,2019,Social EventsGuest SpeakersLaw firm recruitingSuper bowl partyGame-night style fundraisers,80,Zero,,Law school SBA,,Neither,Monthly,2,May,Fall semester,,,,,,,,,,,,,,"Yes, I am the incoming President.","No, I am a returning President for this organization"
4/23/2020 16:22,Approved,CIO - Darden,Darden Capital Management,DCM,Business (Darden),Predominantly Graduate Students,1990,"Stock Pitching, Financial Analysis Training, Asset AllocationDVIC (Darden at Virginia Investing Conference)",190,20,,Management fees from assets under management,,Neither,N/A,4,February,Members can join at any time,Marketing,Planning Events,Reserving Spaces,,,,Delegation,,,,,"Collaboration (with other CIOs, the community, faculty/staff, etc.)",,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
5/4/2020 13:23,Approved,Contracted Independent Organization,Dance Committee at UVA,Dance Committee at UVA,Arts and Sciences,Predominantly Undergraduate Students,2000,"Dance Department Performance Receptions, Senior Celebration, Collaborate with the Dance Program, etc.",15,Zero,,Marley rentals,,Neither,Monthly,Zero,May,Members can join at any time,,,,,,,,,,,,,,"Yes, I am the incoming President.","Yes, this is my first time as President for this organization"
